Otu,Size,ID,Organism_Class,Organism_Order,Trophic function,Trophic status,Lifestyle,Growth form,#Accession,%identite,Longueur,BitScore,Gateway Hill-M6-1-Min10,Gateway Hill-M6-2-Min10,Gateway Hill-M6-3-Min10,Gateway Hill-M7-1-Min10,Gateway Hill-Sw-1-Org,Gateway Hill-Sw-1-Roots,Gateway Hill-Sw-1-Min10,Gateway Hill-Sw-1-Min35,Gateway Hill-Sw-2-Org,Gateway Hill-Sw-2-Roots,Gateway Hill-Sw-2-Min10,Gateway Hill-Sw-2-Min35,Gateway Hill-M2-1-Min10,Gateway Hill-M2-2-Min10,Gateway Hill-M2-3-Min10,Gateway Hill-M7-2-Min10,Gateway Hill-M7-3-Min10,Gateway Hill-M8-1-Min10,Gateway Hill-M8-2-Min10,Gateway Hill-M8-3-Min10,Gateway Hill-M14-1-Min10,Gateway Hill-M14-2-Min10,Gateway Hill-M14-3-Min10,Fort Chipewayn-TR1B-1-Min10,Fort Chipewayn-TR1B-2-Min10,Fort Chipewayn-TR1B-3-Min10,Fort Chipewayn-TR1P-1-Min10,Fort Chipewayn-TR1P-2-Min10,Fort Chipewayn-TR1P-3-Min10
OTU_4404,3,Clitocybe phyllophila voucher AH44071 18,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,KJ680981.1,97.2,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4405,3,OTU_4405,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_4406,3,"Sebacina sp. Seb13I genes for ITS1, 5.8S",Agaricomycetes,Sebacinales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,AB831799.1,89.7,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
OTU_4407,3,Cristinia sp. FP-100305 18S small subuni,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,GU187526.1,83.8,421,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4408,3,Resinicium furfuraceum 18S ribosomal RNA,Agaricomycetes,Incertae sedis,Saprotroph,Saprotroph,Saprotroph,,JQ358817.1,99.7,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4409,3,Cadophora sp. strain P1101 18S ribosomal,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,KT268419.1,80.8,338,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4410,3,Tomentella sp. isolate KK21 small subuni,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KY322554.1,96.4,333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_4411,3,OTU_4411,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4412,3,Hodophilus smithii strain DED5230 18S sm,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,KU882891.1,95.6,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
OTU_4413,3,OTU_4413,,,,,,,,,,,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4414,3,Tomentella sp. O41 partial 18S rRNA gene,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,AJ534912.1,96.4,330,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4415,3,OTU_4415,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4416,3,"Sagenomella humicola genes for 18S rRNA,",Eurotiomycetes,Eurotiales,Saprotroph,Saprotroph,Saprotroph,,LC177649.1,91.6,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
OTU_4417,3,Tomentella coerulea internal transcribed,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,AF272934.1,97.6,247,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4418,3,Hebeloma naviculosporum voucher L. Balle,Agaricomycetes,Agaricales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KT071040.1,97.8,366,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4419,3,Penicillium canescens strain CA221RZ 18S,Eurotiomycetes,Eurotiales,Saprotroph,Saprotroph,Saprotroph,,KM519655.1,96.4,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4420,3,Basidioascus undulatus strain DAOM 24212,Saccharomycetes,Saccharomycetales,Saprotroph/Yeast,Saprotroph,Yeast,Yeast,JX242876.1,97.2,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4421,3,OTU_4421,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4422,3,OTU_4422,,,,,,,,,,,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4423,3,"Wilcoxina rehmii 18S ribosomal RNA, part",Pezizomycetes,Pezizales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,U38634.1,97.7,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4424,3,OTU_4424,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_4425,3,Heterosphaeria patella voucher G.M. 2014,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,MF196187.1,94.8,288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4426,3,Geminibasidium hirsutum strain DAOM 2419,Wallemiomycetes,Geminibasidiales,Saprotroph,Saprotroph,Saprotroph,,JX242880.1,90.9,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_4427,3,OTU_4427,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
OTU_4428,3,Tomentella sp. 17 SE-2015 internal trans,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KT275619.1,96.3,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU_4429,3,Roseodiscus subcarneus isolate D. Haelew,Leotiomycetes,Helotiales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,KT972714.1,94.5,289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4430,3,Tomentella sp. O41 partial 18S rRNA gene,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,AJ534912.1,96,329,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4431,3,Oidiodendron chlamydosporicum UAMH 6520 ,Leotiomycetes,Incertae sedis,Symbiotroph/Ericoid,Symbiotroph,Ericoid,,NR_111032.1,94.9,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
OTU_4432,3,Mortierella sp. 18-M-4 18S ribosomal RNA,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,EU076935.1,98.5,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
OTU_4433,3,Myrothecium sp. 41 KW-2015 18S ribosomal,Sordariomycetes,Hypocreales,Saprotroph,Saprotroph,Saprotroph,,KP174686.1,92.5,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4434,3,Geomyces sp. GW_OTU03 18S ribosomal RNA ,Leotiomycetes,Incertae sedis,Saprotroph,Saprotroph,Saprotroph,,KP714532.1,97.4,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_4435,3,OTU_4435,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4436,3,Phellinidium sulphurascens isolate Pa-22,Agaricomycetes,Hymenochaetales,Saprotroph,Saprotroph,Saprotroph,,KF996529.1,98.4,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
OTU_4437,3,OTU_4437,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4438,3,Tomentella coerulea isolate PA46 18S rib,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KR019826.1,90.4,332,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4439,3,OTU_4439,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_4440,3,Fusarium avenaceum isolate EFA 34FASC 18,Sordariomycetes,Hypocreales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,KF576645.1,90.2,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4441,3,Russula persicina 499RUS26 18S ribosomal,Agaricomycetes,Russulales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,AY061707.1,92.5,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
OTU_4442,3,OTU_4442,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4443,3,Geminibasidium hirsutum strain DAOM 2419,Wallemiomycetes,Geminibasidiales,Saprotroph,Saprotroph,Saprotroph,,JX242880.1,94,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
OTU_4444,3,Claussenomyces sp. voucher G.M.2015-08-2,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,MF099779.1,95,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4445,3,OTU_4445,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4446,3,Mortierella globulifera strain YDM-B2 18,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,KP744420.1,85.4,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
OTU_4447,3,Mortierella sp. S-15 18S ribosomal RNA g,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,KJ735009.1,97.4,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4448,3,Mortierella alpina isolate B11ID13 18S r,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,KJ469815.1,96.7,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4449,3,Absidia parricida strain FSU917 18S ribo,Incertae sedis,Mucorales,Saprotroph,Saprotroph,Saprotroph,,AY944885.1,98.3,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4450,3,Myrothecium sp. 41 KW-2015 18S ribosomal,Sordariomycetes,Hypocreales,Saprotroph,Saprotroph,Saprotroph,,KP174686.1,96.9,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4451,3,OTU_4451,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
OTU_4452,3,Tomentella botryoides clone JW46 18S rib,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KC952675.1,96.4,329,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4453,3,Tomentella badia voucher RT00041 18S rib,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,EU819522.1,95.7,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4454,3,Amphinema byssoides isolate PS13 small s,Agaricomycetes,Atheliales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KT182915.1,97.3,298,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4455,3,OTU_4455,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4456,3,Platystomum salicicola strain MFLUCC 15-,Dothideomycetes,Pleosporales,Saprotroph,Saprotroph,Saprotroph,,KT026118.1,97.1,277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_4457,3,Solicoccozyma phenolicus culture-collect,,,,,,,KY105437.1,97.6,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4458,3,Xenochalara juniperi isolate AS4B2 small,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,DQ093775.1,95.6,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4459,3,OTU_4459,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4460,3,OTU_4460,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
OTU_4461,3,OTU_4461,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
OTU_4462,3,OTU_4462,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4463,3,OTU_4463,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4464,3,Calyptrozyma arxii CBS 354.92 ITS region,Eurotiomycetes,Incertae sedis,Unknown Function,Unknown Function,Unknown Function,,NR_137141.1,95,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
OTU_4465,3,OTU_4465,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_4466,3,OTU_4466,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_4467,3,OTU_4467,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4468,3,Leucogyrophana mollusca CFMR:L-10277 18S,Agaricomycetes,Boletales,Saprotroph,Saprotroph,Saprotroph,,GU187525.1,97.5,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_4469,3,Wilcoxina sp. RMD 2136 18S ribosomal RNA,Pezizomycetes,Pezizales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,U38569.1,99.5,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
OTU_4470,3,Ramariopsis laeticolor voucher UBC F2388,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,KJ146701.1,94.9,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
OTU_4471,3,Russula sp. HMAS244255 internal transcri,Agaricomycetes,Russulales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KF225495.1,93.4,256,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4472,3,Russula lutea isolate 040528-01OC 18S ri,Agaricomycetes,Russulales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,HQ604848.1,95.6,318,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4473,3,Tomentella coerulea isolate PA46 18S rib,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KR019826.1,93.3,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4474,3,"Sagenomella humicola genes for 18S rRNA,",Eurotiomycetes,Eurotiales,Saprotroph,Saprotroph,Saprotroph,,LC177649.1,96,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_4475,3,OTU_4475,,,,,,,,,,,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4476,3,"Ramaria abietina 18S rRNA gene, 5.8S rRN",Agaricomycetes,Gomphales,Symbiotroph/Ectomycorrhizal/white rot,Symbiotroph,Ectomycorrhizal,White rot,AJ408383.1,95.7,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4477,3,Cladophialophora chaetospira voucher CC ,Eurotiomycetes,Chaetothyriales,Saprotroph/Facultative yeast,Saprotroph,Facultative yeast,Facultative yeast,KF359558.1,93,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4478,3,Geomyces sp. GW_OTU03 18S ribosomal RNA ,Leotiomycetes,Incertae sedis,Saprotroph,Saprotroph,Saprotroph,,KP714532.1,97.7,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_4479,3,OTU_4479,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
OTU_4480,3,Geminibasidium hirsutum strain DAOM 2419,Wallemiomycetes,Geminibasidiales,Saprotroph,Saprotroph,Saprotroph,,JX242880.1,91.7,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
OTU_4481,3,Mycoarthris corallina UFMGCB 6326 18S ri,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,KC485428.1,95.8,236,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4482,3,Chalara hyalocuspica isolate 385Ja14 18S,Incertae sedis,Incertae sedis,Saprotroph,Saprotroph,Saprotroph,,KU516440.1,92.4,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_4483,3,Tomentella sp. YM2810 genes for 18S rRNA,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,AB848662.1,94.7,265,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4484,3,OTU_4484,,,,,,,,,,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4485,3,OTU_4485,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
OTU_4486,3,OTU_4486,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_4487,3,Russula lutea isolate 040528-01OC 18S ri,Agaricomycetes,Russulales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,HQ604848.1,94.4,320,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4488,3,Geomyces sp. GW_OTU03 18S ribosomal RNA ,Leotiomycetes,Incertae sedis,Saprotroph,Saprotroph,Saprotroph,,KP714532.1,98,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_4489,3,OTU_4489,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_4490,3,Thelephorales sp. A.Becerra 06 18S ribos,,,,,,,DQ195590.1,96.3,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4491,3,Clavicorona taxophila voucher KM79585 in,Agaricomycetes,Russulales,Saprotroph,Saprotroph,Saprotroph,,GQ981502.1,85.9,311,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_4492,3,Geminibasidium hirsutum strain DAOM 2419,Wallemiomycetes,Geminibasidiales,Saprotroph,Saprotroph,Saprotroph,,JX242880.1,92.1,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
OTU_4493,3,Syncephalis obconica 18S ribosomal RNA g,Incertae sedis,Zoopagales,Biotroph/Mycoparasite,Biotroph,Mycoparasite,,KU317676.1,97.5,363,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4494,3,OTU_4494,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4495,3,Holtermanniella nyarrowii culture-collec,Tremellomycetes,Holtermanniales,Saprotroph,Saprotroph,Saprotroph,,KY103593.1,84,356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_4496,3,Rhodosporidium concentricum isolate 9912,Microbotryomycetes,Sporidiobolales,Biotroph/Mycoparasite,Biotroph,Mycoparasite,,DQ250654.1,95.4,238,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4497,3,Tomentella sp. 17 SE-2015 internal trans,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KT275619.1,96,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU_4498,3,Phialophora americana strain BMU 07625 1,Eurotiomycetes,Chaetothyriales,Saprotroph/Facultative yeast,Saprotroph,Facultative yeast,Facultative yeast,KJ700981.1,100,290,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4499,3,OTU_4499,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
OTU_4500,3,OTU_4500,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4501,3,OTU_4501,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4502,3,Tomentella badia voucher RT00041 18S rib,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,EU819522.1,95.1,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4503,3,Cladophialophora chaetospira clone G-cla,Eurotiomycetes,Chaetothyriales,Saprotroph/Facultative yeast,Saprotroph,Facultative yeast,Facultative yeast,KY588761.1,98.3,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4504,3,Chaetosphaeria myriocarpa strain M35 18S,Sordariomycetes,Chaetosphaeriales,Saprotroph,Saprotroph,Saprotroph,,JF340253.1,95.3,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4505,3,Coniochaeta mutabilis isolate 351J14 18S,Sordariomycetes,Coniochaetales,Saprotroph,Saprotroph,Saprotroph,,KU516513.1,96.3,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
OTU_4506,3,OTU_4506,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4507,3,OTU_4507,,,,,,,,,,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4508,3,Geminibasidium donsium strain DAOM 24196,Wallemiomycetes,Geminibasidiales,Saprotroph,Saprotroph,Saprotroph,,JX242878.1,92.9,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
OTU_4509,3,OTU_4509,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
